"source","output","sourcecodec","sourcehz","outputcodec","outputhz","channels","sourcedurationms","outputdurationms","detectedsilencems","appliedtrimms","remainingdetectedsilencems","maxvolumedb","sourcebytes","outputbytes","sourcesha256","outputsha256","status","notes","review"
"決定ボタンを押す50.mp3","0_Confirm2.wav","mp3","44100","pcm_s16le","48000","2","1010.249","1010.25","0","0","0","-8.3","25703","194046","2885AA7281AC3B5E710AE88AF92CF4CC871B7F2170C15A82E0D74EC86E799C2D","EC82935E2486C17C3E3E5C69D821706A181E37F975A3EFDDD6B3AA24A3EAF582","PASS","",""
"剣で斬る2.mp3","0_SwordSlash.wav","mp3","48000","pcm_s16le","48000","2","1029.833","1019","15.833","10.833","0","-5","25920","195726","316D24154B9966C400AF4DE38DAB1404792708B79D6E621ACB1DD5962BB2CD65","B72E2F574D9534B4C79764AE5CAFCA7A27C8F422E118AA14FD59C6A7A28A77CA","PASS","",""
"剣で打ち合う4.mp3","0_Clash.wav","mp3","44100","pcm_s16le","48000","2","1191.043","1191.063","0","0","0","-3.3","30092","228762","49E194151FF9E78575B2F1B187A9E411507B49501BD5F52CEBC8472C8A735DE2","8186ACD2546E2379DDE62C2504D43F23335BAABBD0267ECD27A4655481F5AECF","PASS","",""
"剣の素振り1.mp3","0_Swing1.wav","mp3","44100","pcm_s16le","48000","2","516.984","509.979","12.018","7.018","0","-6.7","13791","97994","B2C56E47BABB1DCD8F622697E1AC1A7B300C4768FF01719162702F83B2CECBF3","3246C35246FEA34AD981E3D724230E6181D92C5B9A9F40BFF29BE3CB000CB328","PASS","",""
"剣の素振り2.mp3","0_Swing2.wav","mp3","44100","pcm_s16le","48000","2","612.993","529.417","88.594","83.594","0","-6.4","16299","101726","ECFCA73464A7627427268F556CB57D7E00E741FA01B8E704768CB7E37638C56F","F5D7EDB10FAFF227FFF713E5BBCA3E9AA451B74C54863B74CD7C475F73EE3D10","PASS","",""
"剣の素振り3.mp3","0_Swing3.wav","mp3","44100","pcm_s16le","48000","2","612.993","464.042","153.946","148.946","0","-5.9","16299","89174","E3D10D2208CA466FD7B23EF02D469861122552526B4F49F43862FB910E061E64","36EEAD74CA9768320BCED8D84DCB0C96D6E30247975743EB095DA57CB8E002CB","PASS","","large leading trim"
"剣を抜く.mp3","0_Draw.wav","mp3","44100","pcm_s16le","48000","2","1834.875","1834.896","0","0","0","-6.1","45765","352378","912108C4345DB85DF6ABB2AD4B5473669BAB04B7E3F850CF3E5DF7F48E488DD7","4E249A66131F38E262513B6F6799B5731063BD47241845E6B4818505B38C2787","PASS","",""
"建物が少し崩れる1.mp3","0_Collapse1.wav","mp3","48000","pcm_s16le","48000","2","2018.708","2018.708","0","0","0","-6.1","50112","387670","1F703FF60B5D6732963E0588E8E06533B672006A51ACCCCE4C5D49198CD2BC83","74919CEAD6F0C3282908F3F87296CE2F902C11D920FCB5F6D0467CCF2E8E7EB4","PASS","",""
"建物が少し崩れる2.mp3","0_Collapse2.wav","mp3","48000","pcm_s16le","48000","2","1605.292","1605.292","0","0","0","-7.8","39744","308294","2B6BC2C35D84BB06905C528AA1FDE9A834AC6C17450510A0761FCF9FEBFD2E78","C3F5163309E9B3000740ED1C956404FD0602FE73F4FD5682AE13A2F73FBAD5AD","PASS","",""
"拳銃の弾切れ.mp3","0_DryFire.wav","mp3","44100","pcm_s16le","48000","2","1010.68","1010.688","0","0","0","-5","25703","194130","A81D1552B0C8455424D0F2EAB28560A10A0FC2556EFAC6DBB81CF7E39B3488B9","270AA2288A1069138CEC82CAE1E4FC8C3B8C9E3DB3D90EBA43C60FCDFF430BDF","PASS","",""
"拳銃をチャッと構える.mp3","0_GunReady.wav","mp3","44100","pcm_s16le","48000","2","978.73","978.75","0","0","0","-5.8","25076","187998","7D93760B6EB0453A0614E98B213BA42A0031F718635D76675A41173B35B17243","7E988D0527A6738DBC3A5D3201B2A905019F0FF35F1F1193FF67D2046452DD2D","PASS","",""
"拳銃を撃つ (1).mp3","0_GunShot.wav","mp3","44100","pcm_s16le","48000","2","1384.49","1384.5","0","0","0","-3.6","17812","265902","B887C660B493221D31B5ABC0BD0CB4C772B7107091B33D8429E3DC2CF6DF3269","A1660CF7EF3093B839B45C97FA89FAAFEF002C15586C7D7178A0485C965E2F02","PASS","",""
"構えを取る.mp3","0_Stance.wav","mp3","44100","pcm_s16le","48000","2","461.315","461.333","0","0","0","-7.3","12537","88654","92F611D493831C91B934C3283A70AB3112FB02B9E1142A7A15F876A3EC617AD1","953D89DC30800583B3122205E7FEDC8555C5E41B4896785DDAA648C4CB393B4E","PASS","",""
"高速移動.mp3","0_Dash.wav","mp3","44100","pcm_s16le","48000","2","1237.914","1237.917","0","0","0","-3.2","31346","237758","23D8C1CF6DF82BA9BA73A7D7F751D427C504B74D052408CD8CD9BC55D2A79C02","3BEAD2E1F753B480F28D4E9B365E1CD50DB8B69F4217DE6F9BD01C7ADCCF1602","PASS","",""
"重いキック1.mp3","0_HeavyKick.wav","mp3","48000","pcm_s16le","48000","2","1287.958","1287.958","0","0","0","-4.6","32256","247366","CBAD5B8C0F327E17FC39941A0B00BDB1B99A8B08829256FD010D2CDBF2B6D663","E1690EE522FA86A6A2470C352001BD51AE7A4E5DD280764C7D22C2DA693A4D9B","PASS","",""
"重いパンチ1.mp3","0_HeavyPunch1.wav","mp3","48000","pcm_s16le","48000","2","1010.708","1010.708","0","0","0","-5.4","25920","194134","4BBD7213ADB89526D877415C811C61C79B1D5FB33AF1B3903C217730E7668171","E4BE9DFCF4CEDD70161EFABFF5929F32B1DEDEA924325D224A853F99AB7F9C50","PASS","",""
"重いパンチ2.mp3","0_HeavyPunch2.wav","mp3","44100","pcm_s16le","48000","2","1002.721","1002.729","0","0","0","-5.1","26496","192602","60D245C720EDD7DEB3D1AC6A3EF5A3D45CD72513D5E71E7379C1D55CE1524DC6","E682ACE50B3E3BCEEC02DB4BDDCBD2E68E5AEFFAF97D7A1E07440B3C52783378","PASS","",""
"重いパンチ3.mp3","0_HeavyPunch3.wav","mp3","44100","pcm_s16le","48000","2","1024.014","1024.021","0","0","0","-5.1","28544","196690","AD3B633D728548136F277B45E2C2A2B708A83217ABDB3A4AD4D25609B7B17AD5","55E4BF4BDCC14BEE7AA6A0163A03B004D937DD4641331E69FC2F9695A48F0565","PASS","",""
"重力魔法1.mp3","0_Gravity.wav","mp3","44100","pcm_s16le","48000","2","1785.17","1785.188","0","0","0","-6","44511","342834","0D065FDC1FE1DAF88A4AD1A596C50470BAB76007812936FE14397AD3D5D39016","EE260379A8824DA1E0E9777F7527A26E03BE82BCFA2A532C944B0E4D8DF7EEB5","PASS","",""
"小キック.mp3","0_SmallKick.wav","mp3","44100","pcm_s16le","48000","2","377.506","377.521","0","0","0","-10.9","10657","72562","F2E0C974AE526B352F179C0B22752E11B9338C04F8ACE0423471A345489114F8","D9EC583E9FEBC300C54456679D7FDFEE740F7F11660AF9254CF730EE9AC64E1D","PASS","",""
"小パンチ.mp3","0_SmallPunch.wav","mp3","44100","pcm_s16le","48000","2","407.982","408","0","0","0","-7.1","11284","78414","4E68118D80C6A5077B5D672EE4CFA5D0B0179F3A0ACD28C9CF44859ABD37BEF1","2CFC080DD3A487AB0EAE56B6BA1B1AE12F20EDF631509DE6156F502FB95A2609","PASS","",""
"聖魔法.mp3","0_Holy.wav","mp3","44100","pcm_s16le","48000","2","4248.345","4248.354","0","0","0","-6.9","103444","815762","C719D31FACFEB48D99A4022358EBB5DCD89FF65E379430B119626486C8510DB0","0B8DFDBF831FC3312239AA762B7E16BCDE677D97E5422CC30B2FF8CDAC0E7EBA","PASS","",""
"石が砕ける.mp3","0_Crumble.wav","mp3","44100","pcm_s16le","48000","2","667.755","667.771","0","0","0","-6.8","17553","128290","C091F5DEC5E578E00CD465EED22C891FC6BF8BB3E5E3386499B7F667E49F06BF","A320BEBA111304E21339EA87B67806E416810A650A422F8C6DB051FC5D783C38","PASS","",""
"打撃1.mp3","0_Strike1.wav","mp3","48000","pcm_s16le","48000","2","1002.708","994.375","13.333","8.333","0","-7.9","25344","190998","E6673DBC30200BA1043B4DD45E6D6D8703D945DC5476F88CF418532A6A873AE3","4976C9B314F20481F2E1F8BA6780EEDD93E3B511F941B6AC2949154DFF99298C","PASS","",""
"打撃2.mp3","0_Strike2.wav","mp3","48000","pcm_s16le","48000","2","1002.667","1002.667","0","0","0","-4.9","25344","192590","08346D543D05489DD7CD1EEE974C8761CFBFD2D8451F6961E3ED317FC0BE288E","E1CEDE76F545A69B22D77F776E670E8EC59407B3A17977D087E0260D05FB9856","PASS","",""
"打撃3.mp3","0_Strike3.wav","mp3","48000","pcm_s16le","48000","2","1035.042","1025.813","14.229","9.229","0","-6.2","26496","197034","D7887DD57B058890ABB8A891F167ED8C2D2D74F546FA0C0E5EFE75CC03081C7F","C6BE25EA445751AE1807394FC30390EA36A3813ED7E09265A98A67C11BDC38E0","PASS","",""
"打撃4.mp3","0_Strike4.wav","mp3","48000","pcm_s16le","48000","2","1234.813","1224.646","15.167","10.167","0","-5.3","31104","235210","608397FFCF3464A1B3D862EF3BE6C3A05A348A1FBD61437BE1EB42FDA753D7AE","5FAE584BD3E8EFFB127BD0815DB02EC8077BCF0B34FE07764A0CDA7128B75603","PASS","",""
"打撃5.mp3","0_Strike5.wav","mp3","48000","pcm_s16le","48000","2","1008.604","1000.25","13.354","8.354","0","-5.4","25920","192126","409556739F1A1DE489960E73095B7DF842E9F6E6B522F8C1FEAC243D47590F58","4E19E42CB1EE98FF80744F13C84A034AEFE804B1F81770F025538021A06C9268","PASS","",""
"打撃6.mp3","0_Strike6.wav","mp3","48000","pcm_s16le","48000","2","1146.813","1137.396","14.417","9.417","0","-4.8","28800","218458","918F69CE1827636908A9ADF7AEB5A5BEBB65256EBAED5ECD0DED46922FA786CD","F872622CF1B9EE752C9ED5804D84C33FF8BCA21E4CCDA7D23E396538CB89BB02","PASS","",""
"打撃7.mp3","0_Strike7.wav","mp3","48000","pcm_s16le","48000","2","1130.958","1130.958","0","0","0","-6.5","28800","217222","0DA54B63298D017D0723664673D64F4C277FD7DBBC08793EDEAF436431C0EE68","E1588F2A893224082AE780D51A0154880BE42C80937FCF02CC88F40FA1D94081","PASS","",""
"打撃8.mp3","0_Strike8.wav","mp3","48000","pcm_s16le","48000","2","1064.417","1064.417","0","0","0","-6.9","27072","204446","AE00F7EEE68C22F65D1800F52B545EC73930B30F4253D4B54BC877FA3B21CC01","4039B32B920CC8AD839ED0B197FD9D7088A63841218BB7515EDC79A962D430AD","PASS","",""
"大キック.mp3","0_BigKick.wav","mp3","44100","pcm_s16le","48000","2","1207.619","1207.625","0","0","0","-6.2","30719","231942","52187BD3AB6AF3BDD82188D85DF8D548CC0E4B33D83B57C5E839FD0DE5F6A26F","DE92FCD227207071124B1E782969FEB142AC1EB4D55D67A9BD7B527EED1EFF1B","PASS","",""
"大パンチ.mp3","0_BigPunch.wav","mp3","44100","pcm_s16le","48000","2","1257.143","1257.146","0","0","0","-6.3","31972","241450","8988139A525F00CB63F418F06BB436D93172653548E37A6D1EBDEBDFAC65EBFF","E9135F97831050521AABCC7D38263DB210C4E4333BAA944E872A5419C4587607","PASS","",""
"中キック.mp3","0_MediumKick.wav","mp3","44100","pcm_s16le","48000","2","536.576","530.792","10.816","5.816","0","-5.7","14418","101990","4C046913BA1A46E4B27CD86A167D93075D0D42CA225FCBBDF90954D5A976BBFA","A7B397ACDFD057F6B5DFB0B194AEB931CE25DB36DA6287847096BEC04374C5C5","PASS","",""
"中パンチ.mp3","0_MediumPunch.wav","mp3","44100","pcm_s16le","48000","2","771.678","766.021","10.658","5.658","0","-4.8","20061","147154","85D98183B2AD08DC800DD51C07EF54E3B92952988C604CA6516ADEFF4A4B67B2","B9B0A359C0E43D3E8A09058D86BD46C353B1B370CE9D1636B20FBFD43BCABD00","PASS","",""
"超必殺技発動.mp3","0_Ultimate.wav","mp3","44100","pcm_s16le","48000","2","2487.438","2487.458","0","0","0","-6.3","61439","477670","0D6C32C7651E3539A1A1CC5BF899E2C16ACDC73300B43908C6882278055AF359","78B1BE10EE8BB71285C98B4569987877754DEA0CEACE7DBD7287909BB52FF18B","PASS","",""
"倒れる.mp3","0_Fall.wav","mp3","48000","pcm_s16le","48000","2","1013.375","1013.375","0","0","0","-8.2","25920","194646","4E07B02E34F0EE8D7BB28B8CDF0B9D85A6B0CF6C77A698E17B581E7356450127","7822349A186E63D6C848A995C0A78B6D7A9794BDC317BC4E7C3D8CA08AE67808","PASS","",""
"刀で斬る2.mp3","0_KatanaSlash1.wav","mp3","44100","pcm_s16le","48000","2","562.698","542.104","25.601","20.601","0","-6","15045","104162","60ABFB46BC37DF060DC4BE04B59F5CBB0136F4C5DC733D813748097D7ECC26EC","EE6A7BF37CAA501A9C5072C2BFECCCD400841C347FD02510FF9787A2B6333CDD","PASS","",""
"刀で斬る5.mp3","0_KatanaSlash2.wav","mp3","44100","pcm_s16le","48000","2","823.923","766.104","62.812","57.812","0","-9","21315","147170","20D8AB75BF3816FE5A75C6CBF1E7B8A34D9CB64A5C614E8FD7444D7104A2CA03","BD2DE1A23103B2B3015C95708F317897DC11B1176D7338FED98AEF94804D6A19","PASS","",""
"刀の素振り1.mp3","0_KatanaSwing1.wav","mp3","44100","pcm_s16le","48000","2","1199.932","1199.938","0","0","0","-7.7","30092","230466","BAE1829391D2C27AFDB7A7DA9F4D62B3E5D46620F9E983F80A98FDAFDF46A833","DD137CE9464D9DDAD4F1064163645E62C56E47951B9F509900DDB3027B30A008","PASS","",""
"刀の素振り2.mp3","0_KatanaSwing2.wav","mp3","44100","pcm_s16le","48000","2","1013.333","1013.333","0","0","0","-4.7","25703","194638","F2359BAFA14A900D5EA9B79096AAA8E36005104D2CE6B0B415A6D3CA65D6725C","69BB7881B084D824DEABD621F1922AE0BCE58E13B09F2F4BF97D87F4EA394C7B","PASS","",""
"刀を構える.mp3","0_KatanaReady.wav","mp3","44100","pcm_s16le","48000","2","1320.249","1172.771","152.494","147.494","0","-3.8","33226","225250","4A74E60071B91C1A7684F03B81BF4F4BA955DFD7B3AFBAEB1046BE141A24E9DF","38ECB674DD01A6112A16C424067774E72CE44404B7A19B64CC51D8E726E5E209","PASS","","large leading trim"
"刀を鞘にしまう1.mp3","0_Sheathe1.wav","mp3","44100","pcm_s16le","48000","2","1097.007","1097.021","0","0","0","-8","27584","210706","0AFE8F1B84C145FB8CDF2CBCDC4DCAF388BFBC93558F1B46DF1331CD2A4FDBED","84947AA01F0162F8033E1A4ED421A1B19463458326C5366A83576EDB3580D649","PASS","",""
"刀を鞘にしまう2.mp3","0_Sheathe2.wav","mp3","44100","pcm_s16le","48000","2","771.678","760.083","16.599","11.599","0","-5","20061","146014","EFC9B50ACF8A9474D29506334C2262FA3529927AAC025435A52B765041316F94","898C5D0D52819A1F8805B145CE4C65731E321D12C18F72DC6AEF22AC7E901B72","PASS","",""
"毒魔法1.mp3","0_Poison1.wav","mp3","44100","pcm_s16le","48000","2","1059.025","1024.813","39.229","34.229","0","-6.7","26957","196842","F6E2BEC5EAF4E522D87C4E1C610BA5DA6568399DBC5EB9C1BDA62C12997DB770","7A820750F009B0F2F29E5C011C7A1AE945C1208E4279E74D03F299E7692E13D6","PASS","",""
"毒魔法2.mp3","0_Poison2.wav","mp3","44100","pcm_s16le","48000","2","2417.392","2373.271","49.138","44.138","0","-9.7","59558","455746","BFDF7A1815E8C9ABFAEE504F7CDA743F044CA05B271F913C91580CC756C2A1EB","9D9136A0C3151A458D593BF19FB9E4A1BDCEDBA88A23A169B977C1AF56B3CC76","PASS","",""
"爆発1.mp3","0_Explosion1.wav","mp3","44100","pcm_s16le","48000","2","3355.465","3355.479","0","0","0","-7.9","82128","644330","2C6E099ABB64EB2B8D658BAA58F95C468435203EBE728A724C0E575C1243FC37","744D89DD1666C4E6BC1695C68C1F2325AF582751BFB7B6D16FD0304F1B76AD7B","PASS","",""
"爆発2.mp3","0_Explosion2.wav","mp3","44100","pcm_s16le","48000","2","2554.376","2554.396","0","0","0","-7.2","62692","490522","C8E95D7108D7E87D02A5E1531BB6FCA1C896479F211F97EFD91EF09C51FF1516","1DABD47D252F46FEF062E9A3A9DE9F7FCBFEA0E627EDBF4EC06B6069D0079480","PASS","",""
"爆発3.mp3","0_Explosion3.wav","mp3","48000","pcm_s16le","48000","2","4671.917","4671.917","0","0","0","-7.5","114560","897086","95D7E47218D43C565EA0E7B670072AB3900FAE8741EE1F58744E45D34C6FD037","EBBCC45E209F380DD3A81D7319DCE622BE6B81E355CE83EFD7A44907B139453C","PASS","",""
"氷魔法1.mp3","0_Ice1.wav","mp3","44100","pcm_s16le","48000","2","2339.025","2330.979","13.061","8.061","0","-5.4","57677","447626","AFBFF7ADA852BF00F2D330D947E1D112AE313F098C8D71F251C1005927BA82B9","C426CFA8DCB11F0E3036B884A32C6D46DB907EBCF2E8FE82B7CE25FCC01CEF25","PASS","",""
"氷魔法2.mp3","0_Ice2.wav","mp3","44100","pcm_s16le","48000","2","3266.417","3266.438","0","0","0","-5.5","80247","627234","7AEB78F84734706BAD101FCE232F412F30BA8D6EA89498DA2FBB9EDCC8925958","6F6ECC95E671E65261C760522ADA44270DC976D6C6599C3E2AE4B4C3BA5762C7","PASS","",""
"斧で斬る1.mp3","0_Axe1.wav","mp3","44100","pcm_s16le","48000","2","1037.347","1015.708","26.644","21.644","0","-6.4","26330","195094","0DEFBF15347F9AA048C2A3AC26C9C4D123BC6FA9FFBF1F300F4549253B1CF5BF","8C2F72920DEF5376C6BAD2F3F3870E926AFC7ABCFDF9F24AFF6BC29AAB6C72B0","PASS","",""
"斧で斬る2.mp3","0_Axe2.wav","mp3","44100","pcm_s16le","48000","2","1157.347","1157.354","0","0","0","-4.2","29465","222290","A46CD2F2313A04EB65A4A858FF67C6785C882A4CB4461E7CD91CD80BA1511B15","CD6E14959F932EFADA1A217EDD3702CE55DD0F0D8B9AB7BC80F486D4A50D93CA","PASS","",""
"武器を振り回す.mp3","0_WeaponSpin.wav","mp3","48000","pcm_s16le","48000","2","613.375","613.375","0","0","0","-7.5","18304","117846","90FBF1F1E1638DC05580CF964200F56794562473323D58BC52DAC0CA2EBE4150","273CC7E9AA3D242D70EF7A3C205EF2E299F0C082D9325A4BBE6CF65FAD1DF5F3","PASS","",""
"風魔法1.mp3","0_Wind.wav","mp3","44100","pcm_s16le","48000","2","1010.249","1010.25","0","0","0","-5.8","13059","194046","9B801C9E57626A01EFCC18650423BEF7812CFBF5CCEBA1D275B46B7E0BFBFC46","EABF3AC2C3CC2889054558CDF948616A276D02C636B8BBF46B9A84180BBA2DAF","PASS","",""
"平手打ち1.mp3","0_Slap.wav","mp3","44100","pcm_s16le","48000","2","313.651","313.667","0","0","0","-4.2","9403","60302","DC10AE749EF736E96A4124566E8C0D47DEC97D25F97BC53DD4A21FFCF57E5C1C","BAA8FFC18FF1FFDD6954081CE353E85BB3F55A857FAECC7774745094FBA19245","PASS","",""
"鞭で攻撃1.mp3","0_Whip1.wav","mp3","44100","pcm_s16le","48000","2","541.338","541.354","0","0","0","-6","14418","104018","E24B18AD1B84C2ECFA7B799CCC2B863A3B37BEEF9276D4A78B57E8C581CBD627","EC9C470EBAD0E214F091D21EC4FC45267A04C89F7A4DA72C6AEBEB4FEBEC167B","PASS","",""
"鞭で攻撃2.mp3","0_Whip2.wav","mp3","44100","pcm_s16le","48000","2","583.968","583.979","0","0","0","-6.8","15672","112202","C29D660A4D2DCF77B45C8A2AF9BF77FBD4176C3D948BCA37E69C94F0EF7EBDF7","0A22717FD37C1F06C954B53F145ED73155116F6118DA77FE9DBA1BAB1BA31201","PASS","",""
"鞭で攻撃5.mp3","0_Whip3.wav","mp3","44100","pcm_s16le","48000","2","3642.676","3642.688","0","0","0","-6.5","89024","699474","005905DB7FF251245AF3582DC31146772F4971FF8672E771479EBE3F072723B0","67D26E899989D3222D2F4B790C15D1AC4A733E1D959F486985BC500EE6DA5FCB","PASS","",""
"鞭を振り回す1.mp3","0_WhipSwing1.wav","mp3","44100","pcm_s16le","48000","2","444.966","389.938","60.023","55.023","0","-6.3","12537","74946","D238123748640340F687218E4853854469BE456796E85A3CEC3185C273BCE981","FE69CA304BE14770E0B32BDCD9E82D7A36CAED28ECFF1824D8F4562ED580AD40","PASS","",""
"鞭を振り回す2.mp3","0_WhipSwing2.wav","mp3","44100","pcm_s16le","48000","2","708.98","702.646","11.338","6.338","0","-6.6","18807","134986","8ED62260DD649A6DF01DF1ED331C6463FCB28D5F522FE77BD459B00C87124503","2869C2F83E6247C0EB98F23136AA33C6CBA17311D9EA437F2774A854FF83E302","PASS","",""
"魔法反射.mp3","0_Reflect.wav","mp3","44100","pcm_s16le","48000","2","1111.27","1100.813","15.465","10.465","0","-8.5","28211","211434","0148E7DBA448A8D0B72C4060CFFF615265ED9A2A84562EB7D5C8A85436F05D92","00BA67DFF93E2BE691EF9DE4CB773D44E0872BADCF6BAA164FFEB815A3C11B2E","PASS","",""
"翼竜の鳴き声1.mp3","0_Wyvern1.wav","mp3","48000","pcm_s16le","48000","2","1010.708","1010.708","0","0","0","-7.9","25920","194134","F28561B98F4AC4526093020451681FE8C18B24A9AD444BF915BEB53D178E4C1A","1E833727CC2129A39F2B6162033F44534D59EC18A3EA68D92A50E34937BCC52F","PASS","",""
"翼竜の鳴き声2.mp3","0_Wyvern2.wav","mp3","48000","pcm_s16le","48000","2","1135.229","1112.75","27.479","22.479","0","-9.5","28800","213726","8E481FDD24E11749207B83A8D9665B5FE4E851717F770EABB97AE9E163969B2D","E4BF96843B9F576DDBFC437D1D85D1B6F40ADF415A7921E5979DB32ACCA1DA25","PASS","",""
"雷魔法1.mp3","0_Thunder1.wav","mp3","44100","pcm_s16le","48000","2","1268.005","1261.438","11.565","6.565","0","-3.2","31972","242274","5BD1862B8DB057E1DA6A30C6A432FC62E76CA9750A2ECBE80248F728F3CFBFF8","A303FD8E6FCE4EE5C20220AFBE5BCD5D23DF156AFD4AFCE33510DF5B0013411C","PASS","",""
"雷魔法2.mp3","0_Thunder2.wav","mp3","44100","pcm_s16le","48000","2","1503.107","1473.479","34.626","29.626","0","-4.9","37615","282986","0AFC318196E05A65F75BAC931A700253E8917FD1F7AE18721BE151B725D66BB6","BCF9669F73C0E41A46CDD4908211E95DFD77661FDDD591C62D0407AA5375F2F7","PASS","",""
"雷魔法4.mp3","0_Thunder3.wav","mp3","48000","pcm_s16le","48000","2","2997.375","2997.375","0","0","0","-4.6","73152","575574","1B2C576281E955413E0FB77AF706314801974B698D17B699B7A40591BF4D0706","745E104B67AD210818EB5616D72F6A9B6EEA7F4B6B64A972D099A433E615F762","PASS","",""
"腕を鳴らす.mp3","0_Knuckle.wav","mp3","44100","pcm_s16le","48000","2","217.868","217.875","0","0","0","-6","6895","41910","329711E7860E2F8A0859159BE9A542BDD5283A3CE5759EBA21317D1391F5E7EF","EA518A252BC0334245B2C86331AB1A97826E05CA3CC5C987A55F265EC624DAD4","PASS","",""
